-4.4362 5.3013 1.0749 2.1003 -0.27704 -1.1315 1.1222 0.26288 -1.518 0.92241 1.6503 -2.175 -0.74844 0.99449 1.0313 -1.4999 -0.36539 -0.064775 0.2614 0.42815 0.26698 -1.0572 -0.041408 0.89836 -0.58915 0.74962 0.72712 0.27239 0.55731 -0.87235 0.21959 -0.32225 0.99256 -0.34258 0.24613 0.36324 0.12095 0.073036 0.68023 -0.11512 0.032251 -0.3676 -0.018748 0.14609 0.098754 0.30412 -0.11153 0.077453 -0.068912 0.17131
-6.6584 0.81858 0.48598 -4.3761 0.46029 1.3966 -1.4612 -1.6467 -1.2967 -2.01 2.2153 1.2764 -3.9629 1.1644 -1.1855 0.20755 0.12024 -1.2552 0.6232 0.65165 1.4579 -1.4158 1.839 0.59084 1.7876 -0.15672 0.76592 1.0868 -0.43958 -0.15893 0.37089 0.039076 0.082147 -0.6752 -0.4014 0.66187 0.17572 -0.7416 -0.92415 -0.60068 0.014944 -0.49853 -0.054436 0.26481 -0.0906 0.12289 0.11574 -0.90907 -0.34938 -0.51044
-0.69521 -1.21 0.67389 4.9633 -2.7593 -1.6784 -1.2453 -2.0875 -1.3227 -1.5136 -0.47436 0.14651 1.811 0.58879 0.32183 -1.5908 -0.27132 -0.98413 -0.14403 -2.0233 -0.10038 0.049495 0.75548 -0.69639 -0.39117 -0.24286 -0.021663 0.39543 0.47881 -0.68468 -0.55245 -0.89332 0.0003978 0.74888 -0.82946 0.087727 -0.18058 0.35525 -0.68873 -0.23747 -0.049883 0.85131 -0.051668 -0.61715 -0.035553 0.053113 -0.60094 -0.040345 1.0102 0.147
2.1977 -5.2198 -0.43239 0.0012024 0.74249 0.18696 1.5528 -0.31986 1.6607 -0.54393 0.38808 -1.0742 -0.32569 0.66898 0.21069 -0.75684 -0.045041 -0.23677 -0.24369 0.2797 -0.26862 0.044305 -0.74975 -0.58169 0.56641 -0.19907 0.189 0.02593 -0.74218 -0.3617 0.39247 -0.38165 0.52106 -0.040974 0.086737 0.10979 0.067467 0.24685 -0.462 -0.11501 -0.087236 -0.13467 -0.57085 0.095327 0.23678 0.2296 0.45394 -0.17601 -0.051943 0.23025
-2.1042 0.78775 -0.0093118 -5.517 -2.0675 -1.7979 -2.3604 -1.5853 0.080632 0.58772 0.78385 -0.037176 -0.89212 0.22158 -0.017394 -0.52401 -0.31223 -0.089983 0.9455 0.092585 0.26143 0.56184 -0.69062 0.64817 1.0583 -1.2052 0.71061 -0.17318 0.58787 0.87217 -0.20601 -0.30914 -1.0168 0.23035 0.45494 0.14529 0.27245 -0.56201 -0.067646 0.1242 0.090143 0.025637 -0.18983 -0.043618 0.1978 0.25993 0.1221 0.36236 0.46496 -0.54603
-1.4924 -0.60049 -0.43002 2.6963 -3.0127 -2.7627 0.58731 -1.1606 0.94588 1.8334 0.55036 0.62766 0.058521 -0.052647 1.3781 1.3326 -0.38319 -0.69278 -0.69004 0.78275 0.76902 0.032734 0.2023 0.59991 -0.34951 -0.42952 -0.39653 -0.45662 -0.031016 0.040615 0.16263 0.0062507 -0.049836 -0.12381 -0.16765 -0.29631 0.03209 -0.31496 -0.095174 -0.31813 -0.0093711 0.46859 0.6182 -0.42442 -0.24382 0.2726 0.27724 -0.18882 -0.14012 0.082351
0.94215 -0.47309 -0.033804 -2.557 -3.0414 -1.9784 -1.7162 -0.57578 0.14704 2.4172 -0.48431 0.43601 1.6644 -1.0677 0.22993 0.11445 -0.18266 0.41463 0.41228 0.14896 -0.53188 -0.039509 0.011707 0.27169 -0.32112 0.042044 0.44922 0.56306 0.067481 -0.13084 0.53669 -0.39165 -0.47774 0.47191 -0.16239 0.67319 0.18036 0.088408 -0.14324 -0.24187 -0.48573 -0.20054 -0.42479 0.10904 -0.50266 0.30069 -0.1012 -0.32161 -0.10261 0.1971
5.9239 1.8917 -1.8282 -0.62061 0.60905 1.0481 0.52138 -0.0080195 -0.74124 0.68391 0.23226 -0.40946 0.61811 -0.16564 -0.11003 0.1945 -0.32619 -0.81548 -0.27506 0.42148 -0.016747 -0.089606 -0.35175 0.26932 0.051657 0.064107 -0.13427 -0.24984 -0.42159 0.15792 0.014324 0.088039 0.036038 -0.4021 -0.14359 -0.12938 -0.2021 -0.21791 -0.018398 -0.16861 -0.30516 -0.073559 -0.052579 -0.0049326 0.21188 -0.20284 -0.048753 -0.0024511 0.12029 0.1388
-5.1227 -0.4341 -5.9774 -1.2881 0.7613 1.0148 -1.4769 -0.028124 2.1471 0.26038 0.38208 -0.95434 0.63735 -0.25948 0.19816 1.6909 -0.94784 0.5473 -1.2041 -0.59197 0.77944 0.78586 0.72715 -0.25136 0.5304 -0.40341 -0.23923 0.52366 -0.17858 0.42901 -0.2551 -1.3527 0.0036875 0.15323 -0.11544 -0.70097 -0.42683 0.72639 0.21058 0.38432 0.15712 0.10329 -0.25999 -0.28606 0.24585 -0.16486 -0.27007 0.072299 0.46287 0.36552
5.7152 1.7886 -2.2747 -0.66936 0.030907 0.94599 0.18288 0.15805 -0.53852 0.24806 -0.25222 -0.53312 0.76141 -0.25695 0.010026 0.14737 -0.55096 -0.94538 -0.15272 -0.054611 0.16564 -0.32432 -0.4312 0.61738 -0.082801 0.26508 0.079566 0.0038793 -0.39749 0.048728 -0.19875 -0.14544 0.083118 0.003901 0.23717 -0.005821 -0.21339 -0.48485 -0.069924 -0.305 -0.22778 -0.00079824 0.052675 0.033787 -0.031194 -0.062085 0.031317 -0.10293 -0.031289 0.1619
-1.6856 -3.4706 -2.2167 1.5543 -1.2812 2.99 3.4865 1.4154 -0.75615 -0.91051 0.16393 0.36521 -1.0148 -2.469 -0.81686 0.6431 1.2935 -1.0698 0.6985 -0.76402 0.45267 1.1557 2.2116 0.47827 -0.54534 -0.32592 0.83605 -0.070897 -0.63276 0.76881 0.047887 0.016512 -0.60622 0.81382 0.27699 -0.17302 0.28578 -0.26195 0.16618 -0.33871 0.12752 -0.22015 -0.16918 0.28091 -0.35657 0.1594 -0.13356 0.12547 -0.15129 -0.0848
-3.3981 1.1452 3.9855 3.0689 -1.0244 -0.73213 3.2023 0.10914 1.1766 -0.18014 -1.4627 -0.4984 -0.77746 0.28712 0.61868 0.36071 0.9644 0.11076 0.4433 -1.1631 -0.10524 0.23332 -0.043595 -0.68232 0.2356 -0.68523 0.67648 0.36026 0.10942 0.013667 -0.31338 -0.22989 -0.26289 0.095661 -0.27352 -0.30158 0.24803 -0.51275 -0.20115 -0.02844 -0.65082 0.33366 -0.34239 -0.45223 -0.12733 -0.26693 -0.035218 -0.073448 -0.016016 0.0033263
6.0991 2.1261 -2.1994 -0.58717 0.8902 1.0243 0.28526 0.055929 -0.57262 0.73754 -0.1546 -0.51138 -0.17514 -0.36643 -0.14926 -0.10214 -0.18775 -0.75397 -0.25555 0.23961 -0.44449 -0.13724 -0.079358 -0.1436 0.014538 0.03397 0.03114 -0.20565 -0.10572 -0.082883 0.055253 0.13159 0.1355 -0.019888 -0.33213 -0.14379 -0.20029 -0.28097 -0.046752 -0.090116 -0.24346 0.1436 0.053438 -0.035863 0.12851 -0.069628 -0.022652 -0.07007 0.041879 0.00073252
