% Converted from C_elegans_acc_100000.fasta.bz2
@relation C_elegans_acc_100000.fasta.bz2
@attribute label numeric
@attribute upstream numeric
@attribute downstream numeric
@data
1.0,-1.55469359312,1.06439972912
1.0,-1.99923816095,0.162192291608
1.0,-1.99923816095,1.74105530726
1.0,-0.221059889638,1.2899515885
1.0,-1.11014902529,-0.288911427149
1.0,-1.33242130921,0.387744150986
1.0,-2.22151044486,0.613296010365
1.0,-1.55469359312,0.162192291608
1.0,0.445756962104,0.838847869743
1.0,-1.33242130921,-0.288911427149
1.0,-1.33242130921,1.51550344788
1.0,-1.77696587703,0.613296010365
1.0,-2.44378272878,0.838847869743
1.0,-1.77696587703,-0.514463286528
1.0,-1.55469359312,1.51550344788
1.0,-0.887876741379,0.838847869743
1.0,-1.99923816095,0.387744150986
1.0,-1.99923816095,0.613296010365
1.0,-0.221059889638,1.74105530726
1.0,-1.55469359312,-0.288911427149
1.0,-2.22151044486,0.387744150986
1.0,-1.33242130921,-1.19111886466
1.0,0.445756962104,0.838847869743
1.0,-1.77696587703,0.838847869743
1.0,-0.887876741379,0.387744150986
1.0,-1.33242130921,0.838847869743
1.0,-1.33242130921,0.838847869743
1.0,-1.33242130921,-0.0633595677709
1.0,-0.443332173552,-0.0633595677709
1.0,-1.99923816095,-0.288911427149
1.0,-0.665604457466,0.613296010365
1.0,0.22348467819,1.74105530726
1.0,-0.221059889638,1.06439972912
1.0,-0.665604457466,0.838847869743
1.0,-1.77696587703,1.06439972912
1.0,-1.77696587703,0.838847869743
1.0,-1.33242130921,1.06439972912
1.0,-1.11014902529,1.06439972912
1.0,-1.99923816095,1.2899515885
1.0,-2.44378272878,0.838847869743
1.0,-1.55469359312,1.51550344788
1.0,-1.55469359312,1.2899515885
1.0,-0.887876741379,-0.288911427149
1.0,-2.22151044486,-0.514463286528
1.0,-1.11014902529,2.19215902601
1.0,-0.665604457466,1.06439972912
1.0,-1.11014902529,1.2899515885
1.0,-0.665604457466,-0.288911427149
1.0,-0.887876741379,1.74105530726
1.0,-1.55469359312,0.838847869743
1.0,0.445756962104,1.51550344788
1.0,-0.887876741379,-1.19111886466
1.0,-0.665604457466,0.387744150986
1.0,-1.11014902529,1.74105530726
1.0,-0.221059889638,1.06439972912
1.0,-1.77696587703,0.613296010365
1.0,-1.55469359312,-0.288911427149
1.0,-2.22151044486,-0.0633595677709
1.0,-1.55469359312,-0.0633595677709
1.0,-1.55469359312,1.06439972912
1.0,-0.443332173552,0.162192291608
1.0,-1.11014902529,1.2899515885
